Sample in Buffer	Sample in Window	trig0/data0[0]	trig0/data0[1]	trig0/data0[2]	trig0/data0[3]	trig0/data0[4]	trig0/data0[5]	trig0/data0[6]	trig0/data0[7]	trig0/data0[8]	trig0/data0[9]	trig0/data0[10]	trig0/data0[11]	trig1/data1[0]	trig2/data2[0]	trig2/data2[1]	trig2/data2[2]	trig2/data2[3]	trig2/data2[4]	trig2/data2[5]	trig2/data2[6]	trig2/data2[7]	trig2/data2[8]	trig2/data2[9]	trig2/data2[10]	trig2/data2[11]	trig3/data3[0]	trig3/data3[1]	trig3/data3[2]	trig3/data3[3]	trig3/data3[4]	trig3/data3[5]	trig3/data3[6]	trig3/data3[7]	trig3/data3[8]	trig3/data3[9]	trig3/data3[10]	trig3/data3[11]	rxd	rx_i	rx_q
933	933	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	-36	-77	68	
934	934	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	111	-59	87	
935	935	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	-14	-59	87	
936	936	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	113	-36	107	
937	937	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	14	-36	107	
938	938	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	101	-14	111	
939	939	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	37	-14	111	
940	940	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	87	14	113	
941	941	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	56	14	113	
942	942	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	61	37	101	
943	943	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	68	37	101	
944	944	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	36	56	87	
945	945	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	72	56	87	
946	946	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	12	68	61	
947	947	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	67	68	61	
948	948	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-12	72	36	
949	949	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	57	72	36	
950	950	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	-31	67	12	
951	951	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	38	67	12	
952	952	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	-45	57	-12	
953	953	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	15	57	-12	
954	954	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	-51	38	-31	
955	955	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	-10	38	-31	
956	956	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	-50	15	-45	
957	957	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	-37	15	-45	
958	958	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	-44	-10	-51	
959	959	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	-58	-10	-51	
960	960	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	-31	-37	-50	
961	961	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	-73	-37	-50	
962	962	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	-10	-58	-44	
963	963	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	-87	-58	-44	
964	964	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	13	-73	-31	
965	965	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	-90	-73	-31	
966	966	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	41	-87	-10	
967	967	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	-85	-87	-10	
968	968	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	65	-90	13	
969	969	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	-78	-90	13	
970	970	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	86	-85	41	
971	971	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	-65	-85	41	
972	972	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	103	-78	65	
973	973	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	-41	-78	65	
974	974	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	111	-65	86	
975	975	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	-16	-65	86	
976	976	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	114	-41	103	
977	977	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	7	-41	103	
978	978	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	105	-16	111	
979	979	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	35	-16	111	
980	980	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	88	7	114	
981	981	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	54	7	114	
982	982	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	67	35	105	
983	983	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	69	35	105	
984	984	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	43	54	88	
985	985	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	71	54	88	
986	986	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	14	69	67	
987	987	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	71	69	67	
988	988	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	-7	71	43	
989	989	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	62	71	43	
990	990	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	-28	71	14	
991	991	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	42	71	14	
992	992	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	-41	62	-7	
993	993	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	19	62	-7	
994	994	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	-49	42	-28	
995	995	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	-8	42	-28	
996	996	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	-49	19	-41	
997	997	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	-30	19	-41	
998	998	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	-46	-8	-49	
999	999	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	-52	-8	-49	
1000	1000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	-32	-30	-49	
1001	1001	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	-72	-30	-49	
1002	1002	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	-12	-52	-46	
1003	1003	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	-87	-52	-46	
1004	1004	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	11	-72	-32	
1005	1005	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	-89	-72	-32	
1006	1006	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	37	-87	-12	
1007	1007	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	-89	-87	-12	
1008	1008	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	61	-89	11	
1009	1009	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	-79	-89	11	
1010	1010	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	84	-89	37	
1011	1011	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	-66	-89	37	
1012	1012	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	105	-79	61	
1013	1013	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	-42	-79	61	
1014	1014	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	110	-66	84	
1015	1015	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	-19	-66	84	
1016	1016	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	113	-42	105	
1017	1017	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	8	-42	105	
1018	1018	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	103	-19	110	
1019	1019	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	32	-19	110	
1020	1020	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	92	8	113	
1021	1021	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	51	8	113	
1022	1022	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	73	32	103	
1023	1023	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	65	32	103	
